ApplicationDate,Age,AnnualIncome,CreditScore,RiskScore,LoanApproved
2033-04-02,39,102779,600,36.0,1
2033-04-08,31,107415,633,36.8,1
2033-04-09,42,77381,614,45.6,1
2033-04-12,62,76809,653,35.2,1
2033-04-14,59,113859,654,35.2,1
2033-04-16,54,66394,583,46.400000000000006,1
2033-04-20,54,69669,666,38.400000000000006,1
2033-04-21,58,98822,524,43.2,1
2033-04-26,53,142277,611,36.0,1
2033-05-10,50,78253,658,40.8,1
2033-05-12,47,187485,587,45.6,1
2033-05-13,61,78253,578,45.6,1
2033-05-20,44,94013,613,45.6,1
2033-05-21,38,115279,638,37.6,1
2033-05-26,60,131747,650,35.2,1
2033-05-28,43,76941,586,41.6,1
2033-05-31,44,57444,542,40.0,1
2033-06-02,50,223185,610,38.400000000000006,1
2033-06-06,48,80084,642,39.2,1
2033-06-15,49,92632,619,35.2,1
2033-06-17,32,65755,523,40.0,1
2033-06-19,57,116188,616,49.6,1
2033-06-22,40,55577,657,32.800000000000004,1
2033-06-26,30,37550,646,44.8,1
2033-06-30,31,114501,615,33.6,1
2033-07-07,48,45310,560,47.2,1
2033-07-08,48,85604,631,34.4,1
2033-07-09,19,97900,550,38.400000000000006,1
2033-07-12,40,101636,564,40.8,1
2033-07-18,56,86591,548,39.2,1
2033-07-24,40,63163,532,38.400000000000006,1
2033-07-28,34,80243,496,36.8,1
2033-07-30,37,99587,606,36.8,1
2033-08-05,46,115923,629,39.2,1
2033-08-09,47,138092,596,44.0,1
2033-08-16,51,83030,649,37.6,1
2033-08-23,44,56087,522,38.400000000000006,1
2033-08-26,45,174403,451,52.8,1
2033-08-27,36,54221,546,44.8,1
2033-08-29,18,60615,603,32.0,1
2033-08-30,34,72476,582,48.0,1
2033-09-01,30,94821,524,44.0,1
2033-09-05,18,57358,570,39.2,1
2033-09-08,39,36855,600,36.0,1
2033-09-10,40,125393,624,40.8,1
2033-09-18,41,285617,575,37.6,1
2033-09-19,44,92158,604,40.0,1
2033-09-25,35,138465,599,36.8,1
2033-10-08,50,83805,624,34.4,1
2033-10-09,40,117991,503,35.2,1
2033-10-12,23,85237,649,41.6,1
2033-10-16,39,179914,642,36.0,1
2033-10-20,38,140434,524,42.400000000000006,1
2033-10-27,40,66139,477,40.0,1
2033-10-29,25,115675,581,40.8,1
2033-11-01,65,212419,556,44.0,1
2033-11-23,41,94576,588,43.2,1
2033-12-05,42,62750,643,38.400000000000006,1
2033-12-09,43,67924,526,40.8,1
2033-12-29,25,94822,616,42.400000000000006,1
2034-01-01,48,38611,567,35.2,1
2034-01-03,75,142957,596,36.8,1
2034-01-09,47,114092,570,45.6,1
2034-01-17,54,83986,658,35.2,1
2034-01-18,54,104932,660,33.6,1
2034-01-27,32,98725,512,39.2,1
2034-02-01,28,198353,583,38.400000000000006,1
2034-02-08,48,90372,537,37.6,1
2034-02-15,35,109261,662,38.400000000000006,1
2034-02-16,37,95781,642,42.400000000000006,1
2034-02-22,21,184123,569,37.6,1
2034-02-23,52,123736,650,40.0,1
2034-02-25,53,90354,651,34.4,1
2034-03-01,52,121706,663,32.0,1
2034-03-04,37,165547,600,40.0,1
2034-03-05,18,90412,540,46.400000000000006,1
2034-03-11,44,38812,622,37.6,1
2034-03-16,47,61707,606,33.6,1
2034-03-20,47,117045,660,35.2,1
2034-03-25,41,161866,621,40.0,1
2034-03-26,54,70494,577,45.6,1
2034-03-28,28,130708,626,37.6,1
2034-04-06,66,52698,650,36.8,1
2034-04-07,24,94002,633,40.8,1
2034-04-09,40,88914,602,37.6,1
2034-04-12,50,53799,644,36.8,1
2034-04-16,22,200730,481,36.8,1
2034-04-18,40,83191,570,41.6,1
2034-04-19,31,98943,557,38.400000000000006,1
2034-04-22,50,96999,499,41.6,1
2034-04-26,64,113631,682,36.8,1
2034-04-28,65,187781,535,40.0,1
2034-05-04,54,43048,618,42.400000000000006,1
2034-05-05,44,105888,509,40.8,1
2034-05-06,32,125042,507,42.400000000000006,1
2034-05-11,45,39320,625,33.6,1
2034-05-12,32,140370,590,38.400000000000006,1
2034-05-14,47,76667,474,40.8,1
2034-05-15,42,69940,557,50.400000000000006,1
2034-05-16,45,44546,597,40.8,1
2034-05-19,63,62719,611,40.8,1
2034-05-20,44,58768,611,37.6,1
2034-05-29,28,88735,608,35.2,1
2034-05-31,50,184702,566,37.6,1
2034-06-10,37,78022,568,40.0,1
2034-06-11,50,62621,618,33.6,1
2034-06-12,36,63804,637,36.0,1
2034-06-15,29,120420,487,39.2,1
2034-06-17,45,77187,620,40.0,1
2034-06-19,53,22298,588,44.0,1
2034-06-22,66,206739,595,44.0,1
2034-06-23,42,46943,601,36.8,1
2034-06-26,42,53365,482,44.0,1
2034-06-27,44,70714,603,35.2,1
2034-07-09,29,208627,602,40.0,1
2034-07-11,40,96415,519,44.8,1
2034-07-26,56,88980,564,43.2,1
2034-07-28,35,82044,535,43.2,1
2034-07-30,44,121955,654,40.8,1
2034-08-01,40,38849,662,36.0,1
2034-08-03,71,235940,664,37.6,1
2034-08-05,40,80983,604,37.6,1
2034-08-08,68,28247,600,37.6,1
2034-08-17,42,81801,616,43.2,1
2034-08-19,60,80511,630,33.6,1
2034-08-25,58,97112,488,44.8,1
2034-08-27,54,166990,530,42.400000000000006,1
2034-08-28,41,207030,566,45.6,1
2034-09-02,43,117234,566,40.8,1
2034-09-08,40,107913,584,41.6,1
2034-09-09,48,118222,570,40.0,1
2034-09-13,31,100753,473,41.6,1
2034-09-18,29,68853,486,42.400000000000006,1
2034-09-19,52,108418,519,41.6,1
2034-09-24,52,153920,554,41.6,1
2034-09-25,24,105203,586,48.0,1
2034-09-28,37,300000,502,41.6,1
2034-09-29,27,56245,490,41.6,1
2034-09-30,49,150676,623,44.8,1
2034-10-01,29,140788,532,37.6,1
2034-10-05,41,165370,587,40.0,1
2034-10-06,30,117015,553,45.6,1
2034-10-08,58,300000,483,40.8,1
2034-10-10,54,75458,630,41.6,1
2034-10-24,34,133021,586,38.400000000000006,1
2034-10-27,48,220054,576,52.0,1
2034-10-30,40,83918,642,40.0,1
2034-11-03,62,109823,617,43.2,1
2034-11-07,48,98894,658,39.2,1
2034-11-10,28,63538,525,48.8,1
2034-11-12,21,74309,621,37.6,1
2034-11-14,50,178337,626,49.6,1
2034-11-21,38,95552,567,38.400000000000006,1
2034-11-22,45,87584,537,40.8,1
2034-11-27,44,73475,578,42.400000000000006,1
2034-11-28,36,38045,555,39.2,1
2034-12-02,50,83490,623,39.2,1
2034-12-07,39,145168,594,44.8,1
2034-12-08,31,153227,607,46.400000000000006,1
2034-12-10,54,43169,659,39.2,1
2034-12-12,55,103221,611,45.6,1
2034-12-14,27,73885,622,37.6,1
2034-12-19,22,65991,593,40.8,1
2034-12-24,26,117974,492,40.8,1
2035-01-04,34,111673,549,42.400000000000006,1
2035-01-08,40,72059,647,38.400000000000006,1
2035-01-12,54,74291,666,37.6,1
2035-01-19,44,86232,591,43.2,1
2035-01-22,43,166202,642,55.2,1
2035-01-23,35,116372,547,38.400000000000006,1
2035-01-31,44,180853,503,38.400000000000006,1
2035-02-01,37,125494,589,45.6,1
2035-02-06,45,89591,631,39.2,1
2035-02-09,19,52109,606,36.8,1
2035-02-16,18,67320,450,41.6,1
2035-02-17,56,109651,614,39.2,1
2035-02-18,23,121154,553,40.8,1
2035-02-21,56,123244,605,40.8,1
2035-02-25,32,103154,601,44.0,1
2035-02-27,40,125088,586,39.2,1
2035-03-02,45,107917,599,38.400000000000006,1
2035-03-07,35,74027,584,40.8,1
2035-03-10,37,83537,583,39.2,1
2035-03-14,42,116142,505,41.6,1
2035-03-17,32,92631,589,44.0,1
2035-03-23,37,74108,588,43.2,1
2035-04-03,22,135398,570,38.400000000000006,1
2035-04-04,51,67610,612,37.6,1
2035-04-07,51,82369,613,41.6,1
2035-04-12,37,68208,545,42.400000000000006,1
2035-04-21,38,105808,419,40.8,1
2035-04-23,39,101859,581,43.2,1
2035-04-25,55,49955,627,32.800000000000004,1
2035-05-01,41,45604,658,36.8,1
2035-05-10,41,60858,564,40.0,1
2035-05-11,39,178649,444,38.400000000000006,1
2035-05-19,55,47062,636,47.2,1
2035-05-22,73,134051,588,45.6,1
2035-05-25,48,116257,508,37.6,1
2035-05-31,22,56407,544,44.0,1
2035-06-02,53,81682,585,45.6,1
2035-06-08,18,54977,486,32.800000000000004,1
2035-06-12,37,97090,519,39.2,1
2035-06-13,53,259353,599,44.8,1
2035-06-15,37,135549,562,36.8,1
2035-06-17,44,40664,478,41.6,1
2035-06-18,40,143791,519,35.2,1
2035-06-22,22,58190,632,39.2,1
2035-06-24,38,219046,649,44.8,1
2035-06-28,22,198992,548,40.8,1
2035-06-30,49,106947,633,40.0,1
2035-07-02,39,64756,620,40.0,1
2035-07-03,20,46101,555,44.8,1
2035-07-11,43,36719,602,36.8,1
2035-07-18,43,117704,602,36.0,1
2035-07-29,45,83779,624,34.4,1
2035-08-02,55,89135,572,42.400000000000006,1
2035-08-03,41,56058,538,40.8,1
2035-08-05,46,60795,528,44.0,1
2035-08-07,58,103175,650,42.400000000000006,1
2035-08-10,32,100559,595,44.8,1
2035-08-14,41,116332,638,40.0,1
2035-08-18,46,90561,622,49.6,1
2035-08-20,18,44083,556,34.4,1
2035-08-22,23,71570,557,37.6,1
2035-08-24,49,133505,574,40.0,1
2035-08-26,30,81584,563,41.6,1
2035-08-29,44,70369,523,43.2,1
2035-08-30,36,141516,603,33.6,1
2035-09-07,31,43142,557,39.2,1
2035-09-08,41,67211,607,42.400000000000006,1
2035-09-09,35,47936,554,37.6,1
2035-09-12,47,142841,610,36.8,1
2035-09-17,46,111623,604,38.400000000000006,1
2035-09-20,36,102631,570,39.2,1
2035-09-24,47,70287,509,37.6,1
2035-10-09,41,72492,517,45.6,1
2035-10-10,29,165029,629,38.400000000000006,1
2035-10-16,54,80415,654,38.400000000000006,1
2035-10-17,39,84273,591,39.2,1
2035-10-18,35,44134,577,46.400000000000006,1
2035-10-22,23,101222,530,44.8,1
2035-10-23,52,300000,609,32.800000000000004,1
2035-10-25,55,124954,660,38.400000000000006,1
2035-10-26,45,102749,593,43.2,1
2035-10-28,57,108713,496,44.0,1
2035-11-03,31,54517,454,40.8,1
2035-11-05,41,66864,603,40.8,1
2035-11-13,43,218116,587,38.400000000000006,1
2035-11-16,40,112359,587,50.400000000000006,1
2035-11-17,30,69149,578,38.400000000000006,1
2035-11-22,31,163693,588,35.2,1
2035-11-26,33,103741,627,36.0,1
2035-12-10,44,68026,628,36.8,1
2035-12-11,31,125150,497,41.6,1
2035-12-15,53,109542,645,41.6,1
2035-12-16,48,92051,527,38.400000000000006,1
2035-12-19,56,52413,470,39.2,1
2035-12-26,42,54954,603,35.2,1
2035-12-29,24,54581,453,44.8,1
2035-12-31,34,52979,515,41.6,1
2036-01-01,41,117802,594,47.2,1
2036-01-02,53,108499,544,41.6,1
2036-01-03,32,82293,577,39.2,1
2036-01-04,27,49314,602,32.0,1
2036-01-06,18,56700,494,43.2,1
2036-01-20,32,125180,607,35.2,1
2036-02-01,19,125882,504,40.0,1
2036-02-03,42,181004,637,36.0,1
2036-02-09,66,158837,640,42.400000000000006,1
2036-02-12,53,95931,649,38.400000000000006,1
2036-02-18,44,153246,559,45.6,1
2036-02-23,57,97783,646,47.2,1
2036-03-02,35,81060,609,46.400000000000006,1
2036-03-08,61,131236,661,36.0,1
2036-03-16,42,83762,611,35.2,1
2036-03-21,33,18358,512,36.0,1
2036-03-25,38,44853,608,34.4,1
2036-03-28,32,46223,557,36.8,1
2036-03-30,18,84709,585,40.0,1
2036-04-06,42,62554,518,39.2,1
2036-04-16,36,42354,549,41.6,1
2036-04-26,45,84573,547,38.400000000000006,1
2036-05-02,51,87035,580,40.8,1
2036-05-03,53,125304,635,38.400000000000006,1
2036-05-05,30,116551,595,36.0,1
2036-05-11,26,81595,419,43.2,1
2036-05-16,52,90747,579,40.8,1
2036-05-19,43,118652,659,38.400000000000006,1
2036-05-22,52,110170,582,45.6,1
2036-05-24,60,147173,606,36.8,1
2036-05-28,44,80525,628,32.800000000000004,1
2036-06-01,30,70602,527,43.2,1
2036-06-06,29,82033,614,34.4,1
2036-06-18,22,46989,571,42.400000000000006,1
2036-06-19,27,196077,548,40.0,1
2036-06-22,46,54617,606,38.400000000000006,1
2036-06-23,33,67074,566,38.400000000000006,1
2036-07-04,41,66762,589,36.0,1
2036-07-05,49,105922,636,36.8,1
2036-07-08,60,30620,486,38.400000000000006,1
2036-07-13,59,104553,616,36.0,1
2036-07-14,32,131717,597,43.2,1
2036-07-24,38,37980,622,35.2,1
2036-07-29,48,67002,620,39.2,1
2036-07-30,34,62627,460,39.2,1
2036-08-12,36,72404,625,38.400000000000006,1
2036-08-13,54,56463,547,41.6,1
2036-08-19,38,97092,531,43.2,1
2036-08-23,24,89971,553,41.6,1
2036-08-24,45,122062,567,39.2,1
2036-08-26,29,285567,566,42.400000000000006,1
2036-08-27,18,107546,565,34.4,1
2036-08-28,22,20482,545,40.0,1
2036-08-30,18,259829,544,40.8,1
2036-09-02,33,59729,510,40.0,1
2036-09-03,63,97259,611,34.4,1
2036-09-04,62,124725,658,40.0,1
2036-09-07,48,59114,605,30.4,1
2036-09-14,30,125548,547,44.8,1
2036-09-19,51,70068,593,41.6,1
2036-09-24,33,145645,610,48.0,1
2036-09-30,45,48316,642,46.400000000000006,1
2036-10-07,40,119735,579,40.0,1
2036-10-09,41,91659,561,37.6,1
2036-10-11,32,53455,611,41.6,1
2036-10-19,53,154883,451,44.0,1
2036-10-24,47,177380,511,40.8,1
2036-10-27,23,100919,610,34.4,1
2036-11-04,31,102156,596,41.6,1
2036-11-05,37,61330,608,47.2,1
2036-11-07,30,54406,603,33.6,1
2036-11-19,26,32541,532,36.0,1
2036-11-22,51,112643,602,43.2,1
2036-11-24,45,50859,648,42.400000000000006,1
2036-12-05,53,108699,483,39.2,1
2036-12-10,61,87678,630,31.200000000000003,1
2036-12-22,30,194477,578,40.0,1
2036-12-28,57,93164,618,43.2,1
2036-12-30,34,72630,556,41.6,1
2037-01-06,52,53029,537,39.2,1
2037-01-07,18,42218,555,38.400000000000006,1
2037-01-08,50,111404,626,44.0,1
2037-01-09,35,108387,569,43.2,1
2037-01-10,48,73433,521,42.400000000000006,1
2037-01-17,41,63717,638,42.400000000000006,1
2037-01-21,53,114619,580,40.8,1
2037-01-23,45,253664,589,48.8,1
2037-01-24,35,149940,566,37.6,1
2037-02-04,56,125253,619,40.0,1
2037-02-11,55,61199,644,44.8,1
2037-02-25,36,98805,528,38.400000000000006,1
2037-03-11,57,38917,535,39.2,1
2037-03-15,48,106710,665,33.6,1
2037-03-25,40,84317,646,38.400000000000006,1
2037-03-27,44,69404,607,32.800000000000004,1
2037-03-31,43,69424,672,37.6,1
2037-04-03,46,51673,634,35.2,1
2037-04-05,59,47126,637,36.0,1
2037-04-07,21,93679,547,39.2,1
2037-04-08,28,144154,568,37.6,1
2037-04-10,30,57119,517,36.0,1
2037-04-13,45,163948,569,36.0,1
2037-04-14,21,179227,594,40.8,1
2037-04-15,49,85574,636,36.8,1
2037-04-18,38,243801,605,36.0,1
2037-04-23,52,122458,598,40.8,1
2037-05-02,47,95860,623,41.6,1
2037-05-03,31,94241,579,41.6,1
2037-05-04,41,123177,619,36.8,1
2037-05-05,42,119169,595,40.8,1
2037-05-06,28,54682,562,38.400000000000006,1
2037-05-14,54,99856,649,37.6,1
2037-05-18,64,191325,653,34.4,1
2037-05-30,50,84165,586,48.8,1
2037-06-08,29,124067,597,55.2,1
2037-06-12,41,99682,618,35.2,1
2037-06-15,35,115248,548,40.0,1
2037-06-18,18,148730,610,43.2,1
2037-06-19,44,94303,625,51.2,1
2037-06-25,34,181163,556,37.6,1
2037-07-01,29,63345,415,43.2,1
2037-07-02,34,132041,514,45.6,1
2037-07-03,39,44125,479,41.6,1
2037-07-08,42,72275,616,36.8,1
2037-07-10,39,63321,541,42.400000000000006,1
2037-07-15,46,180456,457,40.8,1
2037-07-16,32,88462,583,36.8,1
2037-07-19,56,158147,608,43.2,1
2037-07-26,47,99221,566,41.6,1
2037-07-27,18,177706,554,47.2,1
2037-07-31,48,24717,546,41.6,1
2037-08-03,35,153330,546,40.8,1
2037-08-09,43,147359,576,51.2,1
2037-08-11,46,96039,573,37.6,1
2037-08-14,38,138415,626,32.0,1
2037-08-15,62,153227,607,38.400000000000006,1
2037-08-21,37,172306,597,43.2,1
2037-08-27,35,54704,587,42.400000000000006,1
2037-09-02,40,39392,630,41.6,1
2037-09-03,48,110903,577,40.8,1
2037-09-11,51,143359,587,39.2,1
2037-09-12,48,115585,598,43.2,1
2037-09-13,43,118235,656,32.0,1
2037-09-15,38,59035,633,36.8,1
2037-09-16,61,67312,636,42.400000000000006,1
2037-09-18,41,184873,549,37.6,1
2037-09-23,41,74069,589,48.8,1
2037-09-27,53,102318,653,34.4,1
2037-09-29,35,93250,602,42.400000000000006,1
2037-10-03,46,55108,460,39.2,1
2037-10-05,58,74988,634,38.400000000000006,1
2037-10-13,26,104371,535,40.0,1
2037-10-17,47,104727,477,40.0,1
2037-10-25,43,198026,478,37.6,1
2037-10-28,48,56809,612,41.6,1
2037-10-31,32,145591,582,48.8,1
2037-11-03,38,121532,522,41.6,1
2037-11-12,61,55467,677,36.0,1
2037-11-14,47,67261,588,49.6,1
2037-11-18,40,136719,523,41.6,1
2037-11-28,42,108352,557,43.2,1
2037-11-29,50,68805,513,43.2,1
2037-12-01,57,196147,570,40.0,1
2037-12-03,27,70160,580,40.0,1
2037-12-05,39,112788,625,41.6,1
2037-12-17,18,55421,596,44.0,1
2037-12-18,32,147420,569,40.0,1
2037-12-20,28,103920,575,38.400000000000006,1
2037-12-21,41,154600,562,36.0,1
2037-12-27,32,122286,546,38.400000000000006,1
2038-01-02,52,78441,551,42.400000000000006,1
2038-01-05,28,68394,623,34.4,1
2038-01-12,28,108309,529,44.0,1
2038-01-18,34,53708,596,34.4,1
2038-01-25,34,97758,606,41.6,1
2038-01-26,75,56483,588,41.6,1
2038-01-27,48,99368,596,48.0,1
2038-01-28,68,205834,608,44.8,1
2038-01-30,42,188747,570,34.4,1
2038-01-31,43,121570,546,36.8,1
2038-02-02,19,243967,552,38.400000000000006,1
2038-02-04,54,132865,639,41.6,1
2038-02-12,24,80708,529,42.400000000000006,1
2038-02-19,55,67721,507,43.2,1
2038-02-23,25,89164,411,40.0,1
2038-02-24,63,295818,642,51.2,1
2038-02-26,47,77441,445,44.0,1
2038-03-12,63,104502,573,43.2,1
2038-03-15,46,291889,571,42.400000000000006,1
2038-03-16,44,122803,612,37.6,1
2038-03-22,43,144836,649,42.400000000000006,1
2038-03-24,43,50280,606,40.8,1
2038-03-30,35,78215,601,36.0,1
2038-03-31,40,109322,631,48.0,1
2038-04-02,56,149726,659,32.800000000000004,1
2038-04-03,41,59700,604,37.6,1
2038-04-10,30,73784,552,39.2,1
2038-04-11,59,143237,609,37.6,1
2038-04-13,48,48593,567,40.0,1
2038-04-15,54,140349,627,37.6,1
2038-04-18,37,75902,551,44.0,1
2038-04-19,44,41641,629,36.0,1
2038-04-20,67,31749,632,40.0,1
2038-05-01,46,84255,447,40.0,1
2038-05-02,36,96107,597,39.2,1
2038-05-04,42,105771,567,36.8,1
2038-05-06,40,226844,543,40.8,1
2038-05-17,73,94678,696,35.2,1
2038-05-21,58,73275,622,40.8,1
2038-05-22,49,90955,599,45.6,1
2038-05-25,36,143444,581,45.6,1
2038-05-30,27,179627,633,48.8,1
2038-06-03,32,75870,607,37.6,1
2038-06-15,51,79289,595,35.2,1
2038-06-16,36,89032,469,39.2,1
2038-06-24,35,74384,586,42.400000000000006,1
2038-06-29,35,112636,519,39.2,1
2038-07-01,54,93184,566,42.400000000000006,1
2038-07-02,45,67897,643,39.2,1
2038-07-08,40,63101,646,40.0,1
2038-07-10,33,96585,626,36.0,1
2038-07-18,41,73058,617,37.6,1
2038-07-25,60,102986,580,41.6,1
2038-07-27,42,63166,623,39.2,1
2038-07-28,34,35467,581,43.2,1
2038-08-08,39,41531,657,35.2,1
2038-08-10,52,105512,566,36.8,1
2038-08-11,35,106408,575,43.2,1
2038-08-15,47,175544,615,36.8,1
2038-08-20,34,75248,598,39.2,1
2038-08-28,52,56393,606,38.400000000000006,1
2038-09-06,26,56150,622,32.800000000000004,1
2038-09-14,26,123111,572,43.2,1
2038-09-16,50,92219,619,39.2,1
2038-09-21,54,221656,608,42.400000000000006,1
2038-09-24,40,64732,584,43.2,1
2038-10-04,48,111361,542,40.8,1
2038-10-06,56,61934,609,40.0,1
2038-10-14,47,121233,540,37.6,1
2038-10-16,38,74351,625,40.8,1
2038-10-21,51,109182,604,42.400000000000006,1
2038-10-30,32,65290,536,38.400000000000006,1
2038-11-01,39,85808,580,40.0,1
2038-11-06,58,113546,638,50.400000000000006,1
2038-11-09,57,69075,524,38.400000000000006,1
2038-11-11,44,37487,551,38.400000000000006,1
2038-11-15,31,108837,519,39.2,1
2038-11-21,44,109619,533,42.400000000000006,1
2038-11-24,51,92147,666,40.8,1
2038-11-25,48,77041,644,45.6,1
2038-12-06,51,116815,635,40.8,1
2038-12-15,45,134239,613,40.0,1
2038-12-18,58,94337,643,37.6,1
2038-12-27,47,67200,612,34.4,1
2038-12-29,34,178637,586,39.2,1
2039-01-01,48,30992,518,46.400000000000006,1
2039-01-11,46,72353,572,44.8,1
2039-01-13,37,86932,543,40.0,1
2039-01-14,58,102553,651,40.8,1
2039-01-19,37,66498,541,40.0,1
2039-01-21,44,86195,626,38.400000000000006,1
2039-01-23,57,207597,594,38.400000000000006,1
2039-01-25,47,40089,642,36.0,1
2039-01-31,50,177708,591,41.6,1
2039-02-02,32,56155,634,38.400000000000006,1
2039-02-09,29,90821,520,40.0,1
2039-02-14,55,195596,614,39.2,1
2039-02-16,31,37613,554,41.6,1
2039-02-18,36,82291,544,38.400000000000006,1
2039-02-20,37,152581,612,36.8,1
2039-02-21,57,74548,522,47.2,1
2039-02-22,41,44728,576,36.8,1
2039-02-23,40,58511,623,37.6,1
2039-02-28,44,59827,565,41.6,1
2039-03-02,58,146552,593,44.8,1
2039-03-05,40,36278,557,40.0,1
2039-03-06,41,50391,611,36.8,1
2039-03-07,19,68604,462,43.2,1
2039-03-10,42,86273,613,47.2,1
2039-03-12,48,80364,594,40.8,1
2039-03-15,47,127122,490,37.6,1
2039-03-16,44,65599,504,36.0,1
2039-03-18,57,77194,641,38.400000000000006,1
2039-03-21,56,91307,542,40.0,1
2039-03-24,49,59409,624,36.8,1
2039-04-07,71,99608,591,36.8,1
2039-04-10,53,97733,596,41.6,1
2039-04-16,47,96667,591,44.0,1
2039-04-30,53,51326,531,38.400000000000006,1
2039-05-01,41,87716,436,39.2,1
2039-05-03,28,96585,606,44.0,1
2039-05-06,54,69038,608,44.8,1
2039-05-13,30,17425,522,44.0,1
2039-05-16,33,129003,533,48.8,1
2039-05-20,18,92870,589,40.8,1
2039-05-23,41,107212,585,45.6,1
2039-05-27,33,36314,639,38.400000000000006,1
2039-05-30,42,74540,592,39.2,1
2039-06-04,51,170964,642,40.0,1
2039-06-19,35,110178,523,43.2,1
2039-06-22,47,142655,614,39.2,1
2039-06-23,35,92358,469,43.2,1
2039-06-24,59,197285,557,37.6,1
2039-06-30,64,300000,605,38.400000000000006,1
2039-07-09,46,115041,615,36.8,1
2039-07-10,64,110498,599,39.2,1
2039-07-11,41,168398,576,39.2,1
2039-07-19,48,118598,652,32.800000000000004,1
2039-07-21,62,110502,623,43.2,1
2039-07-22,74,75444,536,40.0,1
2039-07-27,43,85835,571,39.2,1
2039-08-01,55,65948,628,41.6,1
2039-08-07,47,114757,637,31.200000000000003,1
2039-08-09,41,93221,533,36.0,1
2039-08-10,52,105730,606,37.6,1
2039-08-19,22,67177,606,36.0,1
2039-08-24,39,78371,558,42.400000000000006,1
2039-08-29,44,59065,631,34.4,1
2039-08-30,46,118064,651,33.6,1
2039-09-01,46,71754,545,47.2,1
2039-09-02,35,128940,470,47.2,1
2039-09-07,45,54820,639,32.800000000000004,1
2039-09-26,57,86839,626,37.6,1
2039-10-01,45,77320,537,36.0,1
2039-10-02,44,253359,641,36.0,1
2039-10-12,56,59615,606,34.4,1
2039-10-13,65,113218,632,36.8,1
2039-10-17,35,130587,514,32.800000000000004,1
2039-10-23,34,81752,537,39.2,1
2039-10-26,35,155088,410,48.0,1
2039-10-27,53,170454,669,46.400000000000006,1
2039-10-28,59,147399,484,40.0,1
2039-10-29,47,146235,529,38.400000000000006,1
2039-11-02,43,300000,525,45.6,1
2039-11-08,33,140015,548,40.0,1
2039-11-09,39,80253,557,40.8,1
2039-11-10,62,67218,571,45.6,1
2039-11-17,54,39076,552,39.2,1
2039-11-19,59,207724,666,33.6,1
2039-11-21,31,80728,477,40.8,1
2039-11-23,43,92351,622,36.8,1
2039-11-27,39,88279,493,42.400000000000006,1
2039-11-29,37,107339,550,40.8,1
2039-11-30,48,147474,623,38.400000000000006,1
2039-12-03,41,79178,611,36.8,1
2039-12-07,36,67742,571,36.0,1
2039-12-15,65,100789,641,45.6,1
2039-12-19,18,147286,540,36.8,1
2039-12-22,38,61319,591,41.6,1
2040-01-04,38,39077,593,40.8,1
2040-01-10,51,67006,626,44.0,1
2040-01-20,33,140647,568,40.8,1
2040-01-26,41,115185,586,42.400000000000006,1
2040-02-01,53,141715,669,40.8,1
2040-02-02,51,64908,479,42.400000000000006,1
2040-02-04,35,73658,600,35.2,1
2040-02-08,30,185688,608,36.8,1
2040-02-10,41,92470,597,48.0,1
2040-02-11,39,112778,549,40.8,1
2040-02-12,53,54846,610,38.400000000000006,1
2040-02-15,31,163994,625,32.800000000000004,1
2040-03-01,71,99091,703,32.0,1
2040-03-03,53,157040,601,40.8,1
2040-03-10,26,45327,468,43.2,1
2040-03-16,28,27320,638,37.6,1
2040-03-19,24,100126,582,49.6,1
2040-03-23,44,134055,519,40.0,1
2040-03-29,39,111166,585,37.6,1
2040-04-06,47,145160,574,35.2,1
2040-04-08,61,44523,491,42.400000000000006,1
2040-04-09,21,142691,546,42.400000000000006,1
2040-04-11,29,47929,542,38.400000000000006,1
2040-04-14,44,67918,607,36.0,1
2040-04-17,22,175238,542,42.400000000000006,1
2040-04-18,34,57298,587,39.2,1
2040-04-21,47,94443,604,37.6,1
2040-04-23,43,118114,615,33.6,1
2040-05-02,27,79626,505,43.2,1
2040-05-07,49,127179,635,36.8,1
2040-05-10,75,89697,682,36.8,1
2040-05-11,60,231353,633,32.0,1
2040-05-19,34,62052,578,38.400000000000006,1
2040-05-20,53,210302,487,39.2,1
2040-05-21,59,156777,563,40.0,1
2040-05-30,24,36163,578,47.2,1
2040-06-01,47,75962,526,40.8,1
2040-06-02,48,85581,637,38.400000000000006,1
2040-06-04,47,63001,674,28.8,1
2040-06-05,35,81484,551,39.2,1
2040-06-07,41,134642,635,36.0,1
2040-06-09,51,186259,555,45.6,1
2040-06-11,64,100046,569,45.6,1
2040-06-12,66,104008,595,41.6,1
2040-06-13,40,79235,434,36.0,1
2040-06-15,54,132112,636,38.400000000000006,1
2040-06-23,44,73382,611,40.8,1
2040-06-24,47,94150,572,40.8,1
2040-06-25,47,52236,616,39.2,1
2040-07-06,46,60029,498,44.8,1
2040-07-09,34,120737,526,42.400000000000006,1
2040-07-12,37,56061,581,36.0,1
2040-07-19,49,103401,648,34.4,1
2040-07-24,42,142972,616,37.6,1
2040-07-27,56,195520,648,44.8,1
2040-08-01,80,111290,565,39.2,1
2040-08-03,35,89445,575,39.2,1
2040-08-05,18,34342,522,35.2,1
2040-08-08,57,67647,621,41.6,1
2040-08-09,53,173447,548,41.6,1
2040-08-12,43,63362,634,37.6,1
2040-08-21,30,125579,625,40.0,1
