AnnualIncome,LoanAmount,MonthlyDebtPayments,DebtToIncomeRatio,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,NetWorth,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved
31299,16893,532,0.53056274,573,431,6560,7866,4713,2608.25,467.9785271422559,0.3833905979650171,0
29649,14603,697,0.107713642969506,4236,1304,200057,4828,195229,2470.75,454.23498026090425,0.4659455550990202,0
42577,15712,174,0.4072740728181431,10990,742,43194,46776,6765,3548.083333333333,601.5535258084675,0.2185837966437656,0
34142,15509,447,0.4223217148437416,2112,982,100992,13018,87974,2845.1666666666665,428.6263992352255,0.3077592639805139,0
24695,13253,580,0.541664376,3748,1367,90317,25029,65288,2057.9166666666665,359.1531496269571,0.4563611174538767,0
138511,21097,712,0.1541750596393796,4009,1507,215028,15636,199392,11542.583333333334,591.6005806018754,0.1129383728889583,1
69321,27178,558,0.3296527802887807,8448,1954,19313,35804,1814,5776.75,912.7651274,0.2546007923816202,0
26970,7864,332,0.3567841178294323,2722,577,248233,15518,232715,2247.5,723.1739898776254,0.4694878709132927,0
105302,32639,547,0.262177096899328,2629,4159,66749,10517,56232,8775.166666666666,1733.2004882490369,0.2598469721276751,0
18264,16076,168,0.5569354226880588,2152,2534,212814,19892,192922,1522.0,797.6012409489764,0.6344291990466336,0
67455,66712,207,0.3831768968286874,4527,1495,42664,29959,12705,5621.25,2605.0861237194413,0.5002599286136431,0
235764,26180,465,0.1341988217879218,1849,676,40492,22720,17772,19647.0,700.2683762,0.059310245,1
49137,8732,283,0.4283994681615704,1196,163,462290,9867,452423,4094.75,313.33474917726085,0.1456339823376911,1
40782,14365,711,0.1688852473063867,779,357,60632,37242,23390,3398.5,724.5177507522901,0.4223974549808121,0
54152,23962,327,0.048644753,11338,845,96902,3852,93050,4512.666666666667,898.8099493950618,0.271637601431909,0
145016,28029,655,0.4106757997365086,8636,351,34269,9984,24285,12084.666666666666,790.7657688,0.1196363796144387,1
105492,17822,171,0.3112190845145798,4440,594,44715,13641,31074,8791.0,916.9934594558348,0.1237621953652411,1
40661,15033,302,0.1444659510083713,2884,782,30328,14286,16042,3388.4166666666665,440.0969289166238,0.2190099394259729,0
56756,20686,509,0.1224545050778718,20965,17048,304149,100265,203884,4729.666666666667,667.7889564233226,0.2488101253978411,0
81562,11924,478,0.1732984392511785,1058,5446,155658,3548,152110,6796.833333333333,392.8429739941275,0.1281248091994989,1
45003,55933,149,0.2237054904630421,4016,3155,18224,65365,8884,3750.25,2806.200950578144,0.7880010534172772,0
25835,18899,615,0.1831612616263073,1529,10613,196248,16926,179322,2152.9166666666665,602.1135037184656,0.56533238,0
88447,33413,565,0.2124926329796122,13475,1179,19234,19071,5448,7370.583333333333,1273.7988893177642,0.2494780679029607,0
52842,12854,368,0.1152717700986094,2927,2388,88634,17055,71579,4403.5,676.5655759614267,0.2372125754425858,1
58906,31785,338,0.3424184319489798,3814,1786,18667,17959,5212,4908.833333333333,948.0374676779784,0.2619843413597212,0
84937,9175,353,0.1651162497064552,2989,925,103858,13583,90275,7078.083333333333,314.7800081723703,0.094344751,1
30277,20004,623,0.3365386334547144,621,2330,60513,36808,23705,2523.083333333333,628.9657092496524,0.4962046606663747,0
41450,22656,272,0.2475581401138342,15326,2097,110492,24828,85664,3454.1666666666665,881.9988157,0.3340889213122532,0
287147,17712,556,0.4069956704789126,9287,642,190893,70695,120198,23928.916666666668,888.6334434239209,0.06037187,1
63517,35589,250,0.3465722671007856,1198,954,160035,45302,114733,5293.083333333333,1091.124698190954,0.2533730556904678,0
63853,52114,308,0.2189562221019941,10854,2600,592763,154711,438052,5321.083333333333,1613.8497290188184,0.3611764012376211,0
58207,13253,833,0.5514496423721612,21072,8850,29922,14978,14944,4850.583333333333,338.7393838473241,0.241566695,0
15000,26835,309,0.5440373280566556,1029,1431,43443,43211,7591,1250.0,715.2364850269009,0.8193891880215207,0
24852,31508,434,0.5713874091354869,9301,1828,11129,173899,6506,2071.0,985.1587197,0.6852528825170942,0
114110,16188,389,0.1239594019000238,1715,545,47082,6676,40406,9509.166666666666,386.2696339328146,0.081528662,1
26399,25768,151,0.3284307297613962,1094,280,138946,71382,67564,2199.9166666666665,811.6326765463327,0.4375768824029695,0
32648,16136,311,0.4173341183037215,3548,287,3835,76590,9132,2720.6666666666665,469.4743055689304,0.2868687719562351,0
64911,17900,266,0.3209488187355745,1756,2788,133561,19282,114279,5409.25,872.2769541463377,0.2104315670649975,1
27317,38390,395,0.1177047650499739,6980,4801,48766,15344,33422,2276.4166666666665,1481.2461799515124,0.8242103510421405,0
17019,42192,349,0.4994035608491147,1342,1379,125111,20749,104362,1418.25,1640.734284019559,1.4029503148383988,0
39491,17901,1041,0.2593861340430158,4145,388,498673,78876,419797,3290.9166666666665,622.4612922853208,0.5054704997954939,0
36023,6492,337,0.3051309750183528,1276,181,449650,6461,443189,3001.9166666666665,202.9399991004412,0.1798650858952695,1
51107,46984,528,0.3122776449550232,2294,1785,23258,69026,10722,4258.916666666667,1539.815089011121,0.4855260740824828,0
18137,30927,422,0.345613054640031,4853,703,71684,10775,60909,1511.4166666666667,922.1858693,0.8893549336730522,0
38898,24418,823,0.1804694034163733,7707,308,16850,18330,6132,3241.5,661.4610519031339,0.4579549751359352,0
85936,14383,358,0.3446596713958919,922,389,23367,13639,9728,7161.333333333333,523.9619416044256,0.1231561080251944,1
260421,21143,587,0.2179082726082051,2770,1927,169773,146280,23493,21701.75,1986.060906268816,0.1185646736446976,1
60834,27084,263,0.3006498175025145,1398,2895,13317,13911,5671,5069.5,694.6685592840796,0.1889078921558496,0
87987,19722,388,0.2794743425056737,23551,1333,115858,7561,108297,7332.25,708.4292805596515,0.1495351741361316,1
62096,10749,929,0.2153173658797769,639,551,89149,3264,85885,5174.666666666667,292.5491220609339,0.2360633448971142,0
67135,23754,389,0.2630611767364448,4500,2088,107032,35086,71946,5594.583333333333,685.8246245748986,0.1921187978684558,1
73542,18169,455,0.2417219510523933,11510,2652,117631,25370,92261,6128.5,699.3729859487617,0.188361424,1
25181,8575,204,0.4265380387718429,2120,90,25920,9977,15943,2098.4166666666665,236.8719,0.2100974067981945,0
47458,21566,1158,0.1902987246785884,8157,703,77514,9135,68379,3954.8333333333335,572.7930298934509,0.4376399418163726,0
65161,25482,202,0.5024823749916798,625,172,80251,15646,64605,5430.083333333333,694.7002739182084,0.165135638,1
26504,28873,584,0.173394068040757,15451,1389,101831,21950,79881,2208.6666666666665,1482.7669154013656,0.9357532064902048,0
58776,12545,503,0.0676606,460,1164,155208,8583,146625,4898.0,337.125717542422,0.1715242379629281,0
15031,47784,550,0.285923781,2319,2734,88467,6740,81727,1252.5833333333333,1476.487182724229,1.6178461973714822,0
135040,20430,351,0.09745591,911,2288,94223,297497,5764,6438.666666666667,1086.5654261544523,0.2232706708668128,0
35224,29846,420,0.5340110561837789,648,2814,50188,18452,31736,2935.333333333333,765.6590695449278,0.403926551,0
60765,28525,191,0.7426269878697448,9161,1379,45195,4825,40370,5063.75,746.1737097155321,0.1850750352437486,0
71984,20695,310,0.5292070749811666,800,1432,20269,118094,8175,5998.666666666667,632.8431742930239,0.1571754569281546,0
151229,56295,962,0.2106589203826324,3823,1831,22090,20685,1405,12602.416666666666,1581.4028352480511,0.2018186592715458,1
73986,19735,310,0.111897584991997,2258,844,75253,24895,50358,6165.5,470.2727893,0.1265546653605628,1
15150,24166,445,0.5651693882531333,3391,399,39783,15292,24491,1262.5,983.5799166788632,1.1315484488545453,0
16827,20647,1424,0.1131888553128397,585,1324,18174,66098,7987,1402.25,642.5078187401976,1.473708553211052,0
19537,45782,242,0.3185447838596063,3529,1421,146990,93826,53164,1628.0833333333333,1555.801720322508,1.1042442874479244,0
73736,13892,441,0.2646776479766811,1084,1320,114850,10671,104179,6144.666666666667,422.9846209830112,0.1406072400428031,1
42431,24939,199,0.1170111271754431,3376,926,100049,13097,86952,1804.25,1221.2758903691035,0.7871835335286704,0
37315,21586,511,0.191008168094625,753,1565,36187,59919,5342,3109.583333333333,2010.0380899274148,0.8107317989850993,0
34002,27117,542,0.1201848808397004,1167,3435,227246,38299,188947,2833.5,935.1367436577732,0.5213117147195246,0
61891,26098,610,0.1905552764771506,2849,451,43578,32094,11484,5157.583333333333,686.5104738239492,0.2513794523579744,0
103913,11479,231,0.0205527363929082,650,7625,397357,46369,350988,8659.416666666666,566.5131803295892,0.092097795,1
55295,18543,282,0.098961533,1774,1380,106983,90560,16423,4607.916666666667,586.8142056718564,0.1885481592922014,0
61993,15126,271,0.4510562403377443,1312,796,29080,33116,1376,5166.083333333333,615.8692511633068,0.1716714953939909,0
31065,34285,306,0.3156314470616663,1960,875,29360,52643,1969,2588.75,908.5531089,0.4691658557017015,0
78844,11614,329,0.2462443122116983,598,3110,89912,96274,7778,6570.333333333333,314.70847997253617,0.097971967,1
93308,25735,507,0.3644694464346518,4391,1081,130661,4067,126594,7775.666666666667,928.5602628739708,0.1846221455232954,1
71697,48455,391,0.1394142253799324,1026,1205,56569,4087,52482,5974.75,1759.2674484769293,0.3598924554963688,0
22268,16130,257,0.3189932161379756,1764,2015,38433,32754,5679,1855.6666666666667,450.2868397394222,0.3811497250257349,0
15000,11458,417,0.1127681640380207,6761,1222,40340,2799,37541,1250.0,1063.958862095289,1.1847670896762312,0
85746,32776,435,0.1777003617279281,2640,1038,81405,10951,70454,7145.5,1012.083478093313,0.2025167557334424,0
45852,10190,389,0.4074839382969936,1138,346,81765,67613,14152,3821.0,296.6010391103081,0.1794297406726794,0
83253,16884,457,0.3974851310645222,5590,2582,888396,13768,874628,6937.75,688.3989903911537,0.1650966077461934,1
80018,13305,616,0.5719916527113748,2160,191,176409,21260,155149,6668.166666666667,400.8161432509305,0.1524881116625155,1
230505,27734,206,0.004558311,1506,325,17161,33321,7740,19208.75,644.7141275436488,0.044287844,1
99523,25646,465,0.3872574571118574,1150,2281,198994,31569,167425,8293.583333333334,808.4004483847115,0.153540441713137,1
43870,23858,133,0.3236864948577959,2842,5196,69668,20298,49370,3655.8333333333335,1210.8250321244582,0.3675837790174036,0
21084,19275,267,0.1435633082133619,5548,1432,32446,22698,9748,1757.0,1783.469545,1.167028767869317,0
32491,19336,847,0.163644301064607,6867,1433,27810,17300,10510,2707.583333333333,732.2625958035225,0.583273865,0
27408,23678,589,0.074478522,604,470,126309,97048,29261,2284.0,586.6156514246877,0.5147178859127354,0
34407,19433,343,0.4936257026967918,292,571,18871,16559,2312,2867.25,639.1479444830056,0.3425400451593009,0
46720,13059,625,0.1001885285434525,849,446,31469,21493,9976,3893.3333333333335,363.9251774529104,0.254004754482768,0
56796,54869,481,0.0529903486462029,299,996,16520,122770,8916,4733.0,1973.7882239121727,0.5186537553163264,0
149965,9893,349,0.5588633418897747,3302,346,232484,26212,206272,12497.083333333334,347.45186205779044,0.055729152,1
33923,23755,374,0.5659901611682616,3620,553,43012,2950,40062,2826.9166666666665,589.7985480000959,0.340936313887367,0
21595,24276,259,0.3791445008940793,5481,1009,38508,44911,7186,1799.5833333333333,916.8051862756872,0.6533763480114956,0
82552,36918,126,0.032877923,1879,865,14780,17924,7009,6879.333333333333,1516.158815173311,0.2387090050159866,0
135410,25415,831,0.1621512497563738,4448,2527,17212,107435,2967,11284.166666666666,936.8988184884656,0.1566707467828195,1
42742,80192,611,0.5264981601306231,3916,766,50699,107570,1336,3561.833333333333,7683.120158567387,2.328609842843308,0
94752,21873,202,0.1396489314729644,10342,427,220467,17714,202753,7896.0,667.6264803149217,0.1101350658960133,1
94410,28688,203,0.2532532177282638,10654,861,39301,10158,29143,7867.5,1126.3662536717154,0.1689693363421309,0
15000,27272,493,0.0273341512134562,1060,817,12959,12983,5584,1250.0,732.0313187,0.9800250549745968,0
26251,19428,444,0.008075073,1316,818,5730,20173,2082,2187.583333333333,646.5877124290772,0.498535391,0
29872,17347,803,0.1274206188417754,774,1002,124341,12843,111498,2489.333333333333,629.2957759952333,0.5753732362059051,0
165327,15661,493,0.4989493084902264,2012,133,192862,121588,71274,13777.25,435.97085678735095,0.067427887,1
87492,28076,382,0.2088717195259935,696,685,63255,10760,52495,7291.0,727.9213378074832,0.152231701797762,0
34010,47153,448,0.2414951103271375,12549,504,39925,1926,37999,2834.1666666666665,1337.1827330146837,0.6298792354065336,0
28723,29391,526,0.4027388680250691,1555,661,38535,84270,4928,2393.583333333333,809.9773618025234,0.5581495088128078,0
15894,18089,180,0.090039164,9902,1023,57599,11348,46251,1324.5,567.0273668846332,0.5640070720155781,0
83528,33145,286,0.2195055421554515,4076,1333,11998,20527,1290,6960.666666666667,1167.2600160761424,0.2087817281978942,0
59335,13420,395,0.1306183458498182,6410,1000,40419,27321,13098,4944.583333333333,423.1081042693907,0.165455418,0
85760,39368,258,0.277497584,7594,2376,32564,15270,17294,7146.666666666667,1140.7260067666195,0.1957172584095083,0
15000,17041,597,0.1320032341188304,18678,2735,88026,17028,70998,1250.0,570.2059176776405,0.9337647341421124,0
103562,10447,180,0.092924784,926,1029,80584,19371,61213,8630.166666666666,260.4749766801837,0.051038988,1
48928,20269,271,0.6577220722224855,3413,1465,55079,56265,9877,4077.3333333333335,597.1653784507572,0.2129247985081974,1
29205,25679,171,0.3342877510753396,1550,775,17702,73109,3035,2433.75,995.3323643148556,0.4792326098879735,0
76097,19729,409,0.4606942354359859,1433,2421,384589,37489,347100,6341.416666666667,570.3622342,0.1544390292729028,1
26541,37726,342,0.3273953287232435,2786,3233,17257,59721,3497,2211.75,962.3348777,0.5897297966196722,0
64386,23559,345,0.5311493283960808,5290,3242,34110,22950,11160,5365.5,847.5845157183545,0.2222690365703763,0
38148,19434,462,0.2338567580138438,7852,544,30896,13915,16981,3179.0,658.0393924958552,0.3523244392877808,0
80737,16459,529,0.2281292542453986,619,2734,10976,62360,10451,6728.083333333333,465.8647189764691,0.1478674786989562,0
81531,24314,314,0.3646797300125485,2351,980,36006,17853,18153,6794.25,837.2315329651958,0.1694420330375237,0
52652,32691,439,0.1341307375592751,1677,3441,954942,8403,946539,4387.666666666667,1694.5689353141186,0.4862650464136105,1
53006,42316,314,0.2575139231604922,10989,847,147776,5909,141867,4417.166666666667,1601.9633360703988,0.4337539152708143,0
69912,28005,375,0.1255345749963045,11892,1535,470418,36324,434094,5826.0,744.7883264,0.1922053426652607,0
55054,40600,493,0.4053539960554262,5324,1552,32990,9977,23013,4587.833333333333,1048.561891203968,0.3360108746766378,0
31336,9063,474,0.397837837953271,1867,208,240884,8987,231897,2611.333333333333,292.1806824333362,0.2934059289379638,0
28459,18176,525,0.1895811394749588,9309,6386,50843,18753,32090,2371.583333333333,653.8252949343531,0.4970625650659629,0
18732,15935,359,0.4069843852508977,377,3374,549001,4734,544267,1561.0,429.21863381247385,0.5049446725256078,0
67612,18264,380,0.1990344996560959,2617,408,49972,26355,23617,5634.333333333333,1720.0113675833352,0.3727169202360532,0
87617,21338,304,0.3992433059712268,28497,4117,32614,11305,21309,7301.416666666667,470.1514606258171,0.1060275691647717,1
46211,36900,468,0.2056075799090836,756,312,8145,12393,9562,3850.9166666666665,1380.3181422811322,0.4799683561786931,0
33931,11576,620,0.1510643401612694,1102,942,16931,61193,2298,2827.583333333333,318.7674921454508,0.3320034748679794,0
57404,17929,763,0.1703464779263193,1458,992,410819,78608,332211,4783.666666666667,691.4996324999431,0.3040553896940861,1
23176,54931,383,0.095032012,784,1808,174500,15923,158577,1931.3333333333333,2205.9944515497405,1.3405218078441874,0
27629,17124,294,0.1231220062584017,8680,703,117197,209698,8659,2302.4166666666665,405.9209513375544,0.3039940430725199,0
46026,16664,286,0.1178009261945092,872,3167,32840,21636,11204,3835.5,847.0676336373026,0.2954158867520017,0
221285,36536,315,0.110203729751351,13036,230,129976,31959,98017,18440.416666666668,1444.625299189771,0.095422209,1
68473,21496,816,0.088817973,1648,557,138344,12389,125955,5706.083333333333,584.5771041606208,0.2454533210159837,0
64765,36954,695,0.2519604015623402,1171,1532,358988,1612,357376,5397.083333333333,984.9800678321548,0.311275547,1
22597,37906,1230,0.4135251542669234,1446,4747,13227,34140,9807,1883.0833333333333,1874.7810371862745,1.648775166890972,0
29091,23300,427,0.081029921,8883,744,9627,18831,5829,2424.25,522.5717140969615,0.391697108011534,0
105188,13453,1032,0.5867269490538806,582,184,391953,28260,363693,8765.666666666666,377.6610522213225,0.160816182707684,1
45619,22391,351,0.3110752149021076,7088,778,53605,9389,44216,3801.5833333333335,594.6883944664513,0.2487617162497515,0
41787,26361,355,0.3055372097370727,6916,806,76366,18628,57738,3482.25,824.0730457492873,0.3385951743123805,0
108187,25910,272,0.3420001026851467,997,332,24633,5676,18957,9015.583333333334,860.6417714733891,0.1256315570048219,0
24737,11556,335,0.1145758388688384,982,6923,92128,10457,81671,2061.4166666666665,291.5054027462893,0.3039198299290727,0
39370,5914,452,0.055616952,4894,1186,70442,8119,62323,3280.833333333333,148.93813597236678,0.1831663101769977,0
15000,19148,354,0.583370486,1646,778,244326,9836,234490,1250.0,585.5807044234965,0.7516645635387972,0
20372,19617,305,0.3194375212184345,7493,4207,27125,10202,16923,1697.6666666666667,497.3470578,0.4726175482843995,0
71003,24368,568,0.1571522467983756,10807,1595,13626,80600,5234,5916.916666666667,859.7912465589151,0.2413066343493511,0
32272,20257,536,0.2284931714530022,469,354,57456,21945,35511,2689.333333333333,557.1678550973453,0.4064828415086806,0
84645,20790,366,0.4167268409985443,1761,1266,50757,25855,24902,7053.75,764.3378065561835,0.1602463663379313,1
20090,24946,626,0.3363947430866138,4991,3625,21532,12801,8731,1674.1666666666667,789.3871356702886,0.8454278560499483,0
72533,16863,278,0.3175013737738975,3955,1413,114176,29198,84978,6044.416666666667,473.39764609797993,0.1243126818575787,0
65027,13732,1436,0.3603604912764197,1092,376,301560,33681,267879,5418.916666666667,391.2975153296672,0.3372071629316438,1
26968,34951,579,0.2301190966422894,1745,1415,212968,10549,202419,2247.333333333333,1190.8376576780402,0.7875278809009374,0
80943,13733,170,0.2021520035818817,3586,823,635840,2292,633548,6745.25,498.2644737051685,0.099071861,1
17037,8681,365,0.2853341235561722,7918,958,45246,37808,7438,1419.75,338.9882915908554,0.4958537007155171,0
117312,24155,673,0.2697637782145635,4093,806,56712,29283,27429,9776.0,716.6670659,0.1421508864457874,1
55771,8583,702,0.635095294,1915,190,60474,20559,39915,4647.583333333333,277.65165342346546,0.2107873238973944,0
26676,22524,505,0.1429386580471874,1856,1040,88994,11899,77095,2223.0,631.4788693,0.5112365584055475,0
112091,17268,323,0.2425063510476018,4224,205,27717,6915,20802,9340.916666666666,589.5634131074816,0.097695274,0
72320,6254,260,0.4926512513387762,7133,1570,32309,6643,25666,6026.666666666667,180.96372158923887,0.073168759,1
101678,20885,926,0.025319748,1534,176,51609,23121,28488,8473.166666666666,597.1739179400367,0.1797644231326387,0
78068,18586,581,0.1570676265852657,4123,600,12097,6785,5312,6505.666666666667,389.0523950236425,0.1491088376836054,1
46973,67905,548,0.478755167,275,578,27887,74308,3282,3914.4166666666665,6408.770142953154,1.7772175870273956,0
33690,11043,358,0.2151606253504749,3852,1742,93743,48848,44895,2807.5,332.3253194226013,0.2458861333651295,0
45562,16961,1093,0.2392216029010019,3919,242,119166,201810,9468,3796.8333333333335,426.79854941342376,0.400280554,0
53491,15426,769,0.4540561374075425,2450,354,17571,23131,8333,4457.583333333333,453.7134668,0.2742996317428293,0
62926,32598,466,0.3890704237094124,11177,2786,86695,13786,72909,5243.833333333333,1767.615840657641,0.4259509596651891,0
44243,22428,510,0.218737323099747,5114,4191,55545,29673,25872,3686.9166666666665,1214.0541377942063,0.4676140780130298,0
56891,27288,288,0.1643224753938046,1508,1403,33151,10002,23149,4740.916666666667,865.1319328451327,0.2432297409808509,0
153105,16885,834,0.1622877073902402,2134,1381,90812,10989,79823,12758.75,597.2581315530676,0.1121785544471886,1
42799,40683,486,0.4079083749342871,12826,1259,131943,157452,9448,3566.583333333333,1236.3381025737929,0.4829098163715393,0
15000,20578,722,0.4304214003189797,538,248,165267,15909,149358,1250.0,647.5338504317428,1.0956270803453942,0
53801,21303,839,0.4734641878693931,2589,574,187517,9995,177522,4483.416666666667,551.4770384789808,0.3101378127125475,1
43851,29756,321,0.5525497295126464,2575,414,40269,13399,26870,3654.25,1522.5979302061455,0.5045078826588617,0
44968,11903,237,0.3443508290471361,10030,3477,65892,9019,56873,3747.3333333333335,460.0490345307087,0.1860120177541475,0
15991,29657,919,0.246882210612472,1571,1505,11710,83647,1634,1332.5833333333333,1005.0084364195224,1.4438184752069456,0
57650,19124,269,0.6615942012163358,2155,2018,87540,30297,57243,4804.166666666667,590.2902462878224,0.17886353782227,0
31957,11348,510,0.1832620793450638,1387,10759,56032,6537,49495,2663.083333333333,301.2625578854573,0.3046328095448724,0
43100,38660,637,0.1005194208489877,31662,1565,78929,42605,36324,3591.6666666666665,1054.1578976778296,0.4708560271956834,0
75458,8992,389,0.3397658400197533,2925,4184,214628,25114,189514,6288.166666666667,346.6723725566901,0.1169931414916944,1
31255,15057,390,0.0122298381083015,19564,1769,142190,22396,119794,2604.583333333333,552.0658305965972,0.3616954076838639,0
65034,27247,100,0.2736608682309511,1294,571,35747,3527,32220,5419.5,684.8623390552372,0.1448219095959474,0
28256,23645,249,0.1312886968763046,11891,270,26391,13634,12757,2354.6666666666665,1268.8883307307008,0.6446298120317246,0
35415,14635,525,0.1570028857766901,2638,656,55485,54672,2531,2951.25,1362.8238465145191,0.6396692406656567,0
34631,32179,255,0.3014946365216234,4319,4213,98560,8319,90241,2885.9166666666665,991.9845659340664,0.4320930608763477,0
47612,27945,411,0.26753387038434,1080,568,135241,48230,87011,3967.6666666666665,1384.1585942595707,0.4524469278987408,0
125251,15432,693,0.4772131869787921,188,1730,145486,11119,134367,10437.583333333334,473.2282420740356,0.1117335502701649,1
35886,21350,248,0.1819454316498383,9896,906,187045,9107,177938,2990.5,543.4048069404344,0.2646396278015162,0
52444,19437,412,0.0409999335696121,5308,967,6275,50446,6308,4370.333333333333,974.9824184452934,0.3173630733991214,0
54647,28140,383,0.0466037569706954,9320,375,9695,20542,10667,4553.916666666667,822.8614220836108,0.2647965499479079,0
49675,25135,282,0.2666724713899198,17875,545,70017,12961,57056,4139.583333333333,737.2994171869942,0.2462323705333453,0
62975,28448,518,0.2499429730587978,1500,440,18208,26814,1000,5247.916666666667,901.3623259408548,0.2704620549629258,0
42371,24078,505,0.220796043565226,5774,1900,118798,4501,114297,3530.9166666666665,646.4127340408659,0.3260945648790538,0
112300,21432,277,0.2913276821222789,2440,224,56872,24265,32607,9358.333333333334,805.9920639259016,0.1157248866171934,1
30214,45253,161,0.1699247689491856,411,1036,19548,26481,5403,2517.833333333333,1333.9579868830328,0.5937477938239357,0
37812,21830,436,0.3850100313334677,9779,685,33062,4278,28784,3151.0,563.9246810275454,0.3173356651943971,0
22931,7090,344,0.2136113471375119,223,1679,52037,103422,9705,1910.9166666666667,273.2950041658105,0.3230360668958931,0
90757,20713,559,0.2466836007665544,5937,292,83690,29085,54605,7563.083333333333,513.0232650660944,0.1417442090504659,0
24431,30196,664,0.5296566535152217,4853,1121,51201,4961,46240,2035.9166666666667,1156.570853739155,0.8942266073787343,0
60284,57934,794,0.5346213815544274,5125,2229,20002,37851,10190,5023.666666666667,1906.6323315582056,0.5375819119285128,0
52670,20638,414,0.3501061592328403,2493,4958,141582,4355,137227,4389.166666666667,621.3494036891341,0.2358874661908032,0
64177,22652,214,0.3052256672206693,1290,648,64450,210206,1384,5348.083333333333,534.7462494879978,0.1400027267378651,1
91416,26242,173,0.1436868365527449,5198,1183,147366,21139,126227,7618.0,1040.7993735125042,0.159333076,1
24822,7433,667,0.2650746286259939,4512,2078,92582,24950,67632,2068.5,217.91039710654323,0.4278029475980388,0
168699,20991,188,0.2481871190635028,1006,858,48360,36994,11366,14058.25,555.2505225808643,0.052869349,1
33315,19299,300,0.2346174559578146,558,6350,17933,5404,12529,2776.25,555.9386477944659,0.3083074823212844,0
45999,36934,551,0.4187972115397578,2296,3298,16427,9627,6800,3833.25,1223.4009725260523,0.4628972732083877,0
48827,10980,268,0.1528657282193588,5536,1153,26886,10899,15987,4068.9166666666665,287.5896922963446,0.1365448687725261,0
55713,30779,360,0.3764695410529329,971,2514,13506,6385,7121,4642.75,944.2454218,0.2809208813225758,1
34904,26850,898,0.2658049192407097,4443,118,34339,46089,5245,2908.6666666666665,615.8549902583633,0.5204635538362468,0
48245,17152,262,0.2451909106846015,10315,1764,74689,12941,61748,4020.4166666666665,456.0666775151983,0.1786050394897373,0
39124,19421,574,0.081144155,457,630,118482,15757,102725,3260.333333333333,520.1780310253499,0.3356031175826653,0
51845,25472,271,0.360381586452593,1946,424,826866,3899,822967,4320.416666666667,684.9208398708778,0.2212566318536123,1
53349,31097,120,0.237665127351514,1889,585,22734,31315,10100,4445.75,866.2763980169443,0.2218470219911026,0
31706,42458,178,0.5239434388973647,6732,420,66936,60942,5994,2642.1666666666665,1384.3008321063878,0.5912953379573789,0
89387,64829,458,0.7747310464451014,2175,1958,142017,38349,103668,7448.916666666667,2333.720302274571,0.374782056,0
37651,14743,295,0.075961249,811,4703,35893,30086,5807,3137.583333333333,442.1405629458645,0.234938959266696,0
72677,25334,535,0.096206934,13151,3923,92849,20673,72176,6056.416666666667,862.420796,0.2307339261697995,0
21739,10684,267,0.2224447207674541,3506,804,110798,9800,100998,1811.5833333333333,532.9745190788917,0.4415885840630526,0
39865,28948,631,0.3850536840131577,4438,3025,169649,49848,119801,3322.083333333333,949.2139500044618,0.4756695697994115,0
89643,13079,651,0.4128624090279127,2854,1877,52143,59489,7102,7470.25,500.0895842747552,0.154089834245809,1
123458,17007,217,0.0310031437436581,1010,2015,29205,12640,16565,10288.166666666666,513.5442855,0.071008209,1
61714,17276,399,0.6839458468975239,10313,2054,94494,45857,48637,5142.833333333333,495.5551849017282,0.1739420912405732,0
59465,29963,582,0.3200113912201592,3713,2340,20531,81613,5813,4955.416666666667,800.6532634728405,0.279018568261567,0
20405,32162,437,0.3591720484866491,5408,1609,70853,41173,29680,1700.4166666666667,1652.476544251124,1.228802672433888,0
101773,24340,464,0.1520119367540769,6218,578,251265,76874,174391,8481.083333333334,542.6727827502596,0.1186962494276784,1
45699,5168,905,0.2656630673520057,1648,2691,72115,64864,7251,3808.25,155.19082381283374,0.278393179,0
15000,17742,622,0.2276422322234074,1715,4612,14370,7248,7122,1250.0,523.5346892828316,0.9164277514262652,0
15000,8497,469,0.4789766699143742,185,650,95689,15110,80579,1250.0,217.00750898564957,0.5488060071885197,0
64271,32494,252,0.1722158041828025,3269,5056,33539,9721,23818,5355.916666666667,908.1862539732172,0.2166176821222418,0
30934,19603,1124,0.076676859,13798,3369,53444,36967,16477,2577.833333333333,775.0276769,0.7366758945901846,0
22459,16728,517,0.1257337380818675,802,1296,84731,72546,12185,1871.5833333333333,410.2245063861136,0.4954225066402494,0
51136,23317,376,0.1963916844452689,2984,1069,155165,70877,84288,4261.333333333333,615.3849922121241,0.2326466658820691,0
63890,13779,266,0.0122793336058861,798,449,211206,38452,172754,5324.166666666667,364.43062184057067,0.1184092575064462,0
154925,26829,450,0.1520371563510133,6438,713,50279,136749,1018,12910.416666666666,793.7208190853672,0.096334677,1
33305,24810,535,0.4027848684207725,3123,2180,114699,220036,7553,2775.4166666666665,721.8703358761089,0.4528582504282633,0
69055,30975,254,0.5046444730903692,672,873,42035,6675,35360,5754.583333333333,860.4208414224612,0.1936579552106224,0
26398,80217,809,0.1200930892329457,1378,4146,21497,52436,6911,2199.833333333333,2504.6197784797787,1.506304922409173,0
33755,31269,798,0.1642176158811039,1053,275,32403,9746,22657,2812.9166666666665,816.8901602,0.5740981164831308,0
