ApplicationDate,Age,AnnualIncome,CreditScore,RiskScore,LoanApproved
2044-08-10,47,35689,615,51.0,0
2044-08-11,32,47930,564,60.0,0
2044-08-13,42,27658,592,58.0,0
2044-08-14,41,17160,602,52.0,0
2044-08-15,40,17884,562,51.0,0
2044-08-16,30,103673,579,52.0,0
2044-08-17,36,40930,553,54.0,0
2044-08-18,40,41904,611,54.0,0
2044-08-21,44,31795,657,48.0,0
2044-08-22,24,15000,559,52.0,0
2044-08-25,25,22106,595,49.0,0
2044-08-26,56,52532,658,52.0,0
2044-08-27,38,30498,597,54.0,0
2044-08-29,34,90592,593,60.0,0
2044-09-01,30,65716,544,51.0,0
2044-09-02,26,30841,585,52.0,0
2044-09-03,22,28585,553,55.0,0
2044-09-04,42,56533,563,49.0,0
2044-09-05,46,35178,588,57.0,0
2044-09-06,47,43792,567,55.0,0
2044-09-07,38,17217,579,57.0,0
2044-09-08,26,79079,469,63.0,0
2044-09-09,31,24507,463,48.0,0
2044-09-10,53,15000,591,52.0,0
2044-09-11,34,28802,620,51.0,0
2044-09-14,44,38880,554,62.0,0
2044-09-15,34,49963,587,54.0,0
2044-09-16,52,59581,622,49.0,0
2044-09-17,49,21163,611,53.0,0
2044-09-18,34,46355,521,50.0,0
2044-09-19,38,36458,508,54.0,0
2044-09-20,33,62353,636,46.0,0
2044-09-21,22,51259,576,49.0,0
2044-09-23,42,34274,631,49.0,0
2044-09-24,43,68550,529,46.0,0
2044-09-25,41,32761,436,53.0,0
2044-09-26,36,30973,564,62.0,0
2044-09-28,40,17072,615,50.0,0
2044-09-29,48,33034,619,59.0,0
2044-09-30,18,44425,574,54.0,0
2044-10-01,18,26541,485,58.0,0
2044-10-02,43,49166,558,56.0,0
2044-10-03,22,15449,464,47.0,0
2044-10-04,37,15796,559,61.0,0
2044-10-05,36,30392,617,52.0,0
2044-10-06,59,63236,569,55.0,0
2044-10-07,44,36838,581,53.0,0
2044-10-08,41,60518,522,51.0,0
2044-10-09,50,24133,600,44.0,0
2044-10-10,44,38601,629,51.0,0
2044-10-11,34,43479,623,53.0,0
2044-10-12,52,26435,601,54.0,0
2044-10-13,26,53486,554,53.0,0
2044-10-14,43,42016,546,49.0,0
2044-10-15,21,53417,452,54.0,0
2044-10-16,42,51726,581,57.0,0
2044-10-17,42,17097,467,58.0,0
2044-10-19,21,15000,530,62.0,0
2044-10-20,32,19951,614,55.0,0
2044-10-21,49,51013,645,52.0,0
2044-10-22,44,58405,574,62.0,0
2044-10-23,42,38401,577,51.0,0
2044-10-24,28,31675,595,51.0,0
2044-10-25,32,36750,542,67.0,0
2044-10-26,54,81982,614,56.0,0
2044-10-27,39,21051,569,57.0,0
2044-10-28,44,29292,508,60.0,0
2044-10-29,38,27554,464,53.0,0
2044-10-30,25,98001,501,49.0,0
2044-10-31,51,57484,603,58.0,0
2044-11-01,46,66144,552,50.0,0
2044-11-04,49,55522,579,46.0,0
2044-11-05,24,104738,527,55.0,0
2044-11-06,41,24897,536,53.0,0
2044-11-07,51,43431,645,52.0,0
2044-11-08,18,77710,458,59.0,0
2044-11-09,37,15000,536,52.0,0
2044-11-10,33,25455,616,57.0,0
2044-11-13,53,69516,502,54.0,0
2044-11-14,38,15000,566,52.0,0
2044-11-15,42,42713,660,49.0,0
2044-11-16,41,79096,611,53.0,0
2044-11-17,40,23815,506,56.0,0
2044-11-19,53,63693,627,57.0,0
2044-11-20,43,21856,578,52.0,0
2044-11-21,44,51792,590,52.0,0
2044-11-22,30,56114,425,55.0,0
2044-11-23,34,57182,555,52.0,0
2044-11-24,37,62772,623,46.0,0
2044-11-25,21,15000,582,54.0,0
2044-11-28,46,102841,516,57.0,0
2044-11-29,32,48933,542,56.0,0
2044-11-30,27,37427,586,52.0,0
2044-12-01,30,37570,598,54.0,0
2044-12-03,35,60390,569,52.0,0
2044-12-04,65,35912,624,52.0,0
2044-12-05,52,44104,629,55.0,0
2044-12-07,54,42100,579,63.0,0
2044-12-08,28,51927,637,51.0,0
2044-12-09,25,79952,572,54.0,0
2044-12-10,26,99303,595,57.0,0
2044-12-12,33,28513,600,51.0,0
2044-12-13,24,19307,496,53.0,0
2044-12-14,34,25364,579,57.0,0
2044-12-15,37,42752,557,63.0,0
2044-12-16,43,73698,567,59.0,0
2044-12-17,43,42903,619,53.0,0
2044-12-18,30,49936,574,57.0,0
2044-12-19,48,34942,582,45.0,0
2044-12-20,32,33299,637,54.0,0
2044-12-21,38,38940,572,53.0,0
2044-12-23,32,65274,566,49.0,0
2044-12-24,33,36256,474,52.0,0
2044-12-25,47,19563,593,51.0,0
2044-12-26,29,25447,605,47.0,0
2044-12-27,35,57042,487,56.0,0
2044-12-29,64,142796,621,51.0,0
2044-12-31,45,97253,558,54.0,0
2045-01-01,46,25449,593,64.0,0
2045-01-03,41,38956,532,65.0,0
2045-01-06,41,33055,658,42.0,0
2045-01-07,44,41056,518,55.0,0
2045-01-08,36,54314,591,62.0,0
2045-01-10,25,31944,558,47.0,0
2045-01-11,36,39705,597,55.0,0
2045-01-12,56,16197,562,59.0,0
2045-01-14,39,31613,561,53.0,0
2045-01-15,62,16438,523,47.0,0
2045-01-17,26,49467,495,58.0,0
2045-01-18,60,21042,634,49.0,0
2045-01-19,40,85431,602,63.0,0
2045-01-21,25,39987,552,51.0,0
2045-01-22,45,41612,598,43.0,0
2045-01-23,46,46739,498,52.0,0
2045-01-24,26,54652,572,52.0,0
2045-01-25,38,37643,530,57.0,0
2045-01-26,35,79315,582,58.0,0
2045-01-28,26,47172,532,58.0,0
2045-01-31,35,101770,581,49.0,0
2045-02-01,37,60387,578,50.0,0
2045-02-03,30,30982,548,52.0,0
2045-02-04,34,15601,577,63.0,0
2045-02-05,36,59069,565,50.0,0
2045-02-06,59,25085,637,54.0,0
2045-02-07,51,66860,625,52.0,0
2045-02-08,51,48056,498,52.0,0
2045-02-09,44,38236,625,59.0,0
2045-02-10,26,36961,496,49.0,0
2045-02-11,39,50797,592,52.0,0
2045-02-12,51,25368,637,57.0,0
2045-02-13,24,44589,562,47.0,0
2045-02-14,47,34416,500,59.0,0
2045-02-15,67,39634,616,47.0,0
2045-02-16,52,15971,589,56.0,0
2045-02-17,56,21687,643,57.0,0
2045-02-18,42,54851,632,67.0,0
2045-02-20,31,41861,502,61.0,0
2045-02-23,43,85237,533,53.0,0
2045-02-25,33,35086,479,55.0,0
2045-02-26,37,42309,597,59.0,0
2045-02-28,27,55025,457,53.0,0
2045-03-01,42,59704,507,53.0,0
2045-03-04,40,47753,581,57.0,0
2045-03-05,33,16913,532,62.0,0
2045-03-06,29,31617,472,55.0,0
2045-03-08,48,40080,575,58.0,0
2045-03-10,31,29074,600,64.0,0
2045-03-12,47,16959,659,52.0,0
2045-03-13,31,66571,595,56.0,0
2045-03-15,41,65412,585,66.0,0
2045-03-17,50,46621,578,56.0,0
2045-03-18,24,95552,541,49.0,0
2045-03-19,18,27607,579,52.0,0
2045-03-20,33,33893,601,48.0,0
2045-03-23,61,97746,609,52.0,0
2045-03-24,37,75896,526,47.0,0
2045-03-25,18,75393,553,61.0,0
2045-03-26,18,15000,585,55.0,0
2045-03-28,37,47915,628,57.0,0
2045-03-29,55,111521,664,48.0,0
2045-03-30,50,24294,548,53.0,0
2045-04-01,29,19955,503,59.0,0
2045-04-02,28,40643,632,52.0,0
2045-04-03,43,18968,626,52.0,0
2045-04-04,48,35962,510,55.0,0
2045-04-05,44,52455,597,48.0,0
2045-04-06,27,72843,455,58.0,0
2045-04-07,47,51496,642,51.0,0
2045-04-08,45,25569,643,53.0,0
2045-04-09,27,15000,603,50.0,0
2045-04-10,30,71906,546,63.0,0
2045-04-11,48,38723,559,58.0,0
2045-04-12,37,33926,561,56.0,0
2045-04-14,46,52030,628,47.0,0
2045-04-15,34,42396,571,57.0,0
2045-04-16,39,48010,536,58.0,0
2045-04-17,40,122377,616,56.0,0
2045-04-19,29,15000,582,63.0,0
2045-04-20,48,32622,637,51.0,0
2045-04-21,50,45604,655,49.0,0
2045-04-23,58,21820,609,55.0,0
2045-04-24,33,49458,556,57.0,0
2045-04-25,60,48399,615,47.0,0
2045-04-26,29,102806,533,44.0,0
2045-04-28,18,38945,570,54.0,0
2045-04-29,34,97371,546,51.0,0
2045-05-02,42,35129,563,54.0,0
2045-05-03,25,42448,544,60.0,0
2045-05-04,35,45271,616,49.0,0
2045-05-05,35,70444,400,50.0,0
2045-05-06,18,62810,553,47.0,0
2045-05-07,28,30506,584,54.0,0
2045-05-09,57,99168,610,51.0,0
2045-05-10,42,28029,604,46.0,0
2045-05-12,22,39173,611,56.0,0
2045-05-13,54,80380,613,45.0,0
2045-05-14,55,45309,684,46.0,0
2045-05-15,18,26164,564,54.0,0
2045-05-17,45,65378,605,74.0,0
2045-05-18,47,15000,537,51.0,0
2045-05-20,36,21208,513,60.0,0
2045-05-21,32,28894,515,53.0,0
2045-05-22,41,46238,613,56.0,0
2045-05-23,54,45662,628,45.0,0
2045-05-24,30,30191,585,52.0,0
2045-05-25,52,32399,632,61.0,0
2045-05-26,30,57130,601,54.0,0
2045-05-27,29,15818,593,60.0,0
2045-05-28,49,36007,631,62.0,0
2045-05-30,50,59027,607,49.0,0
2045-05-31,24,30657,567,57.0,0
2045-06-01,34,15000,609,51.0,0
2045-06-02,49,26392,645,48.0,0
2045-06-03,40,15000,583,52.0,0
2045-06-04,27,49874,565,54.0,0
2045-06-05,45,42111,615,49.0,0
2045-06-06,31,30910,529,56.0,0
2045-06-07,61,76107,577,47.0,0
2045-06-08,58,108990,624,49.0,0
2045-06-09,47,58032,627,49.0,0
2045-06-10,56,47058,570,52.0,0
2045-06-11,40,35675,615,53.0,0
2045-06-12,49,33931,616,49.0,0
2045-06-15,36,23041,535,68.0,0
2045-06-16,19,23477,570,53.0,0
2045-06-17,39,45937,596,54.0,0
2045-06-18,49,15000,577,62.0,0
2045-06-22,18,39864,566,50.0,0
2045-06-23,34,80261,580,54.0,0
2045-06-24,36,39752,582,54.0,0
2045-06-26,47,42015,565,58.0,0
2045-06-27,63,83523,650,44.0,0
2045-06-29,37,62442,625,52.0,0
2045-06-30,36,28926,586,53.0,0
2045-07-01,41,26537,597,59.0,0
2045-07-02,30,82949,533,54.0,0
2045-07-03,41,55602,603,51.0,0
2045-07-04,45,44725,483,49.0,0
2045-07-05,42,74797,531,51.0,0
2045-07-08,18,50153,546,56.0,0
2045-07-10,31,44518,427,50.0,0
2045-07-11,26,16615,583,54.0,0
2045-07-12,26,57518,432,50.0,0
2045-07-13,45,54448,475,53.0,0
2045-07-14,37,29344,458,52.0,0
2045-07-16,45,59599,596,55.0,0
2045-07-17,22,23216,602,49.0,0
2045-07-18,41,83708,540,52.0,0
2045-07-19,42,57225,587,59.0,0
2045-07-20,50,15531,626,51.0,0
2045-07-21,61,62358,647,47.0,0
2045-07-22,23,90803,447,57.0,0
2045-07-24,36,27937,587,55.0,0
2045-07-25,45,35610,587,47.0,0
2045-07-26,42,32844,549,50.0,0
2045-07-27,35,19572,603,55.0,0
2045-07-29,26,71910,546,63.0,0
2045-07-30,51,93556,528,51.0,0
2045-07-31,45,22960,616,56.0,0
2045-08-02,36,86373,566,65.0,0
2045-08-03,32,33093,536,59.0,0
2045-08-04,27,37060,589,62.0,0
2045-08-05,44,20315,602,51.0,0
2045-08-07,62,46772,566,50.0,0
2045-08-08,24,36768,598,55.0,0
2045-08-09,43,23314,550,52.0,0
2045-08-11,47,42585,547,57.0,0
2045-08-13,28,90504,445,64.0,0
2045-08-14,23,24816,607,55.0,0
2045-08-15,49,24438,596,63.0,0
2045-08-16,58,42046,487,50.0,0
2045-08-18,26,15000,564,60.0,0
2045-08-19,18,129757,454,59.0,0
2045-08-20,28,66983,524,61.0,0
2045-08-22,59,55630,597,49.0,0
2045-08-24,43,21595,567,55.0,0
2045-08-28,42,38769,598,53.0,0
2045-08-29,18,38987,582,50.0,0
2045-08-30,31,52604,635,51.0,0
2045-08-31,29,46396,492,46.0,0
2045-09-02,46,30451,525,55.0,0
2045-09-03,38,17357,576,57.0,0
2045-09-04,39,50681,436,50.0,0
2045-09-05,55,36776,506,56.0,0
2045-09-06,31,52245,602,62.0,0
2045-09-07,62,98998,482,47.0,0
2045-09-08,31,46357,609,68.0,0
2045-09-09,41,52458,500,49.0,0
2045-09-10,36,15000,598,60.0,0
2045-09-14,30,122828,623,52.0,0
2045-09-15,26,17037,535,54.0,0
2045-09-16,70,113277,671,40.0,0
2045-09-17,34,19993,615,46.0,0
2045-09-21,38,40653,560,58.0,0
2045-09-22,45,94334,642,49.0,0
2045-09-23,18,92094,565,61.0,0
2045-09-24,41,74441,592,59.0,0
2045-09-25,26,19186,624,46.0,0
2045-09-27,27,56832,542,58.0,0
2045-09-28,29,47083,581,51.0,0
2045-09-29,36,29859,479,52.0,0
2045-09-30,27,48469,614,47.0,0
2045-10-02,25,47268,561,61.0,0
2045-10-03,18,49089,584,58.0,0
2045-10-04,52,37037,477,55.0,0
2045-10-05,24,45766,430,53.0,0
2045-10-06,37,15000,624,58.0,0
2045-10-07,49,59289,607,53.0,0
2045-10-08,32,29405,551,51.0,0
2045-10-10,42,25111,589,62.0,0
2045-10-11,53,67027,570,46.0,0
2045-10-12,25,132148,540,50.0,0
2045-10-13,38,54068,629,57.0,0
2045-10-14,19,36190,509,51.0,0
2045-10-16,40,28801,493,59.0,0
2045-10-19,23,33579,564,54.0,0
2045-10-21,52,47820,612,53.0,0
2045-10-22,26,21349,514,52.0,0
2045-10-23,32,34445,570,63.0,0
2045-10-24,46,42157,500,53.0,0
2045-10-25,54,40613,603,60.0,0
2045-10-26,22,15275,597,55.0,0
2045-10-27,37,27579,479,54.0,0
2045-10-28,43,22300,568,45.0,0
2045-10-29,38,64759,613,48.0,0
2045-10-30,18,53857,493,50.0,0
2045-10-31,46,24423,602,66.0,0
2045-11-01,58,55626,587,58.0,0
2045-11-02,41,19384,593,59.0,0
2045-11-03,27,43675,609,51.0,0
2045-11-04,33,28175,499,57.0,0
2045-11-05,61,75753,623,56.0,0
2045-11-06,50,17413,584,59.0,0
2045-11-09,32,41413,599,48.0,0
2045-11-10,37,19041,590,53.0,0
2045-11-11,39,15000,512,65.0,0
2045-11-14,53,49248,563,64.0,0
2045-11-15,22,19484,476,56.0,0
2045-11-16,42,27074,618,53.0,0
2045-11-18,47,50386,505,51.0,0
2045-11-19,32,24514,560,50.0,0
2045-11-21,24,85455,509,50.0,0
2045-11-22,27,47462,517,55.0,0
2045-11-23,42,36633,579,59.0,0
2045-11-25,29,79931,573,51.0,0
2045-11-26,36,52516,606,47.0,0
2045-11-27,52,98972,531,50.0,0
2045-11-29,35,48782,595,54.0,0
2045-11-30,46,30266,663,45.0,0
2045-12-01,43,27756,571,53.0,0
2045-12-02,52,21298,605,49.0,0
2045-12-04,43,19590,635,61.0,0
2045-12-06,42,19618,599,53.0,0
2045-12-07,45,135559,504,66.0,0
2045-12-08,40,25525,516,61.0,0
2045-12-10,54,20981,474,50.0,0
2045-12-12,21,69652,415,61.0,0
2045-12-13,40,51011,576,54.0,0
2045-12-14,31,53522,646,48.0,0
2045-12-15,36,56854,574,59.0,0
2045-12-16,44,39132,643,48.0,0
2045-12-17,48,102888,570,50.0,0
2045-12-18,38,54259,593,63.0,0
2045-12-19,18,19124,611,45.0,0
2045-12-21,50,42826,546,64.0,0
2045-12-22,18,32615,580,57.0,0
2045-12-23,54,73152,620,48.0,0
2045-12-24,46,31455,601,46.0,0
2045-12-25,55,69417,664,57.0,0
2045-12-26,37,66441,602,52.0,0
2045-12-27,18,51298,563,48.0,0
2045-12-28,45,74582,632,57.0,0
2045-12-29,55,41334,620,46.0,0
2045-12-30,51,37527,647,57.0,0
2045-12-31,32,63647,589,61.0,0
2046-01-01,41,81064,568,48.0,0
2046-01-02,33,22551,563,54.0,0
2046-01-03,30,36419,560,53.0,0
2046-01-04,51,52463,551,50.0,0
2046-01-05,25,49601,557,50.0,0
2046-01-06,29,107133,638,50.0,0
2046-01-07,26,20958,616,46.0,0
2046-01-08,22,15000,484,60.0,0
2046-01-09,41,75368,613,63.0,0
2046-01-11,37,52834,585,51.0,0
2046-01-12,21,38787,561,51.0,0
2046-01-14,60,67378,564,62.0,0
2046-01-15,32,73357,618,63.0,0
2046-01-16,34,38495,593,53.0,0
2046-01-17,46,67251,509,52.0,0
2046-01-19,33,69741,598,51.0,0
2046-01-20,24,62241,567,58.0,0
2046-01-22,49,81163,521,48.0,0
2046-01-24,33,29321,538,48.0,0
2046-01-25,51,47100,611,48.0,0
2046-01-27,30,67744,537,54.0,0
2046-01-28,40,58729,548,64.0,0
2046-01-29,23,48424,578,54.0,0
2046-01-30,48,35580,523,49.0,0
2046-01-31,36,36620,484,49.0,0
2046-02-02,39,73903,588,53.0,0
2046-02-03,40,40702,493,51.0,0
2046-02-04,50,44002,570,51.0,0
2046-02-05,47,25122,593,61.0,0
2046-02-07,49,23228,613,56.0,0
2046-02-08,44,15000,589,55.0,0
2046-02-09,34,22509,612,48.0,0
2046-02-11,38,24815,466,61.0,0
2046-02-12,46,57836,628,62.0,0
2046-02-13,35,58568,538,51.0,0
2046-02-14,35,26761,605,50.0,0
2046-02-15,63,28968,592,59.0,0
2046-02-16,51,99246,644,48.0,0
2046-02-18,46,15000,605,47.0,0
2046-02-19,41,21151,555,55.0,0
2046-02-20,44,18524,614,46.0,0
2046-02-21,41,38078,612,59.0,0
2046-02-24,39,28209,534,50.0,0
2046-02-26,42,64450,640,43.0,0
2046-02-27,41,27371,631,45.0,0
2046-02-28,43,31342,616,51.0,0
2046-03-01,38,20685,575,45.0,0
2046-03-02,40,36262,563,70.0,0
2046-03-03,32,43215,567,60.0,0
2046-03-05,28,25751,551,56.0,0
2046-03-06,23,15000,414,49.0,0
2046-03-07,29,62126,579,47.0,0
2046-03-09,41,132987,449,47.0,0
2046-03-11,18,23286,579,49.0,0
2046-03-13,53,36514,497,58.0,0
2046-03-14,45,21998,609,56.0,0
2046-03-15,62,59039,570,53.0,0
2046-03-16,28,62675,528,62.0,0
2046-03-17,62,124566,624,55.0,0
2046-03-18,28,38187,520,58.0,0
2046-03-19,42,27404,582,58.0,0
2046-03-20,24,15087,584,64.0,0
2046-03-21,40,21368,568,57.0,0
2046-03-22,44,21757,530,50.0,0
2046-03-24,48,34859,525,49.0,0
2046-03-25,41,46119,578,54.0,0
2046-03-26,33,74987,608,50.0,0
2046-03-27,33,71413,477,54.0,0
2046-03-28,49,32888,564,59.0,0
2046-03-30,50,33479,588,54.0,0
2046-04-01,19,22031,610,51.0,0
2046-04-02,53,61820,601,57.0,0
2046-04-04,43,78637,580,53.0,0
2046-04-05,47,79364,625,50.0,0
2046-04-07,36,39784,597,67.0,0
2046-04-08,42,23513,581,55.0,0
2046-04-11,45,21573,554,67.0,0
2046-04-12,46,45244,592,51.0,0
2046-04-15,33,64043,537,48.0,0
2046-04-17,38,40885,517,62.0,0
2046-04-19,39,39650,573,52.0,0
2046-04-21,59,85194,535,55.0,0
2046-04-22,33,35326,501,53.0,0
2046-04-23,26,41887,548,51.0,0
2046-04-24,34,39150,566,68.0,0
2046-04-25,18,18986,501,56.0,0
2046-04-27,28,78050,643,51.0,0
2046-04-29,31,32710,509,53.0,0
2046-04-30,50,80218,609,56.0,0
2046-05-03,37,50186,604,45.0,0
2046-05-04,41,27794,545,52.0,0
2046-05-05,21,15000,574,53.0,0
2046-05-06,38,39538,587,56.0,0
2046-05-07,29,18770,512,53.0,0
2046-05-08,48,57523,607,51.0,0
2046-05-11,18,23904,504,57.0,0
2046-05-12,35,25217,519,51.0,0
2046-05-13,41,40107,613,50.0,0
2046-05-17,25,15000,582,59.0,0
2046-05-18,28,58678,542,52.0,0
2046-05-20,27,27815,607,49.0,0
2046-05-21,46,38979,565,52.0,0
2046-05-23,61,34110,606,54.0,0
2046-05-24,30,42877,630,49.0,0
2046-05-25,37,43291,592,54.0,0
2046-05-26,43,72858,563,51.0,0
2046-05-29,46,85452,563,61.0,0
2046-05-30,51,17812,589,57.0,0
2046-05-31,49,46539,570,50.0,0
2046-06-01,37,64423,589,65.0,0
2046-06-02,38,82637,483,54.0,0
2046-06-03,68,30193,633,46.0,0
2046-06-04,51,30414,569,58.0,0
2046-06-05,28,27195,563,56.0,0
2046-06-06,41,66823,633,51.0,0
2046-06-07,35,78135,587,53.0,0
2046-06-08,38,57214,478,52.0,0
2046-06-09,25,20319,567,64.0,0
2046-06-10,35,63940,563,49.0,0
2046-06-11,61,25031,543,58.0,0
2046-06-12,46,35380,626,58.0,0
2046-06-13,18,30772,600,54.0,0
2046-06-14,54,32100,575,63.0,0
2046-06-15,53,28231,643,53.0,0
2046-06-17,48,19949,508,68.0,0
2046-06-18,29,31953,617,52.0,0
2046-06-19,34,35285,614,54.0,0
2046-06-21,36,46438,613,56.0,0
2046-06-22,18,41894,494,71.0,0
2046-06-23,39,34948,508,70.0,0
2046-06-24,39,104893,617,44.0,0
2046-06-25,54,32101,531,53.0,0
2046-06-26,40,54853,632,50.0,0
2046-06-27,34,47885,569,74.0,0
2046-06-28,52,70102,604,49.0,0
2046-07-01,53,58030,629,50.0,0
2046-07-03,40,106561,569,53.0,0
2046-07-05,27,51524,527,50.0,0
2046-07-06,33,25333,565,57.0,0
2046-07-07,40,15000,523,55.0,0
2046-07-10,42,22992,592,62.0,0
2046-07-12,40,46874,589,53.0,0
2046-07-13,52,76209,660,46.0,0
2046-07-14,44,36334,587,53.0,0
2046-07-15,40,30824,624,53.0,0
2046-07-16,39,49742,642,55.0,0
2046-07-17,28,15000,444,56.0,0
2046-07-18,46,104345,550,52.0,0
2046-07-19,39,46420,588,58.0,0
2046-07-20,33,23179,463,57.0,0
2046-07-21,53,38457,614,55.0,0
2046-07-22,24,44743,513,58.0,0
2046-07-23,34,43174,458,52.0,0
2046-07-24,52,93758,550,45.0,0
2046-07-25,43,26394,613,54.0,0
2046-07-26,39,36081,573,50.0,0
2046-07-27,43,48797,519,49.0,0
2046-07-28,42,205609,590,48.0,0
2046-07-29,21,24071,505,52.0,0
2046-07-30,35,60585,598,54.0,0
2046-07-31,59,73919,520,53.0,0
2046-08-01,32,104089,544,65.0,0
2046-08-03,33,29737,563,58.0,0
2046-08-04,38,22525,600,51.0,0
2046-08-05,33,18274,580,51.0,0
2046-08-06,45,48983,616,52.0,0
2046-08-09,27,31829,574,52.0,0
2046-08-10,35,40484,465,56.0,0
2046-08-11,37,99859,585,57.0,0
2046-08-12,45,25797,522,52.0,0
2046-08-13,30,15000,569,70.0,0
2046-08-15,54,24326,614,47.0,0
2046-08-16,28,39953,574,53.0,0
2046-08-17,34,63504,461,57.0,0
2046-08-18,33,32641,563,64.0,0
2046-08-21,60,32699,632,50.0,0
2046-08-22,24,35998,510,55.0,0
2046-08-24,31,48803,522,60.0,0
2046-08-25,29,30107,493,57.0,0
2046-08-26,36,33504,595,51.0,0
2046-08-27,31,33926,613,60.0,0
2046-08-28,30,37041,576,62.0,0
2046-08-29,53,41826,608,46.0,0
2046-08-30,54,15000,557,54.0,0
2046-08-31,51,71244,596,57.0,0
2046-09-01,46,33485,525,52.0,0
2046-09-02,41,30658,558,46.0,0
2046-09-03,34,49586,614,48.0,0
2046-09-05,44,40707,612,52.0,0
2046-09-06,25,44932,413,57.0,0
2046-09-07,28,27064,572,48.0,0
2046-09-08,53,31161,634,52.0,0
2046-09-10,44,34726,536,52.0,0
2046-09-13,23,36572,615,52.0,0
2046-09-14,47,59795,609,51.0,0
2046-09-16,40,19028,640,51.0,0
2046-09-17,37,89910,602,48.0,0
2046-09-18,51,57942,635,53.0,0
2046-09-19,28,39124,550,49.0,0
2046-09-20,30,57083,562,53.0,0
2046-09-21,27,27053,590,63.0,0
2046-09-22,41,146848,630,54.0,0
2046-09-23,26,36525,463,53.0,0
2046-09-24,31,67761,621,52.0,0
2046-09-25,31,37736,566,52.0,0
2046-09-27,22,38613,545,53.0,0
2046-09-28,41,18523,599,52.0,0
2046-10-02,56,40409,661,50.0,0
2046-10-04,40,66459,595,52.0,0
2046-10-05,40,48106,509,54.0,0
2046-10-07,35,35390,516,50.0,0
2046-10-08,18,80578,585,65.0,0
2046-10-09,45,29090,564,57.0,0
2046-10-10,26,36726,557,58.0,0
2046-10-11,28,23400,468,52.0,0
2046-10-12,40,19412,554,51.0,0
2046-10-13,38,43270,657,51.0,0
2046-10-14,23,33349,556,58.0,0
2046-10-15,41,59931,596,50.0,0
2046-10-16,51,33179,570,58.0,0
2046-10-17,26,46579,540,53.0,0
2046-10-18,55,33201,619,50.0,0
2046-10-19,21,34157,496,54.0,0
2046-10-23,18,64011,608,53.0,0
2046-10-24,39,17541,527,48.0,0
2046-10-25,42,39511,558,63.0,0
2046-10-26,38,30802,558,56.0,0
2046-10-27,33,16684,496,53.0,0
2046-10-28,28,89728,493,48.0,0
2046-10-29,53,112674,653,44.0,0
2046-10-31,58,91011,603,51.0,0
2046-11-01,33,70368,574,58.0,0
2046-11-03,49,109228,525,59.0,0
2046-11-04,20,59711,596,73.0,0
2046-11-05,25,101696,630,61.0,0
2046-11-06,53,28838,644,55.0,0
2046-11-07,25,48228,570,50.0,0
2046-11-08,18,50534,573,53.0,0
2046-11-09,62,26079,652,57.0,0
2046-11-10,23,18183,434,51.0,0
2046-11-11,42,15505,595,65.0,0
2046-11-12,40,52311,628,49.0,0
2046-11-13,18,29381,587,54.0,0
2046-11-14,36,22119,532,53.0,0
2046-11-16,44,51569,551,52.0,0
2046-11-17,50,45200,507,57.0,0
2046-11-18,35,62123,581,62.0,0
2046-11-19,48,40248,523,57.0,0
2046-11-20,31,18216,449,55.0,0
2046-11-21,23,33961,557,48.0,0
2046-11-24,52,52636,597,47.0,0
2046-11-25,21,24683,431,49.0,0
2046-11-27,36,59489,595,50.0,0
2046-11-30,34,34650,589,52.0,0
2046-12-01,47,87605,627,49.0,0
2046-12-02,40,61457,509,45.0,0
2046-12-04,67,24507,681,57.0,0
2046-12-05,22,64007,483,58.0,0
2046-12-06,55,79359,595,54.0,0
2046-12-07,47,46706,422,54.0,0
2046-12-08,34,74022,587,46.0,0
2046-12-09,59,91250,683,48.0,0
2046-12-10,18,22547,519,59.0,0
2046-12-11,33,25869,620,54.0,0
2046-12-12,25,33097,580,52.0,0
2046-12-13,44,15000,565,70.0,0
2046-12-14,26,85477,537,51.0,0
2046-12-15,45,48626,632,59.0,0
2046-12-16,37,49533,508,60.0,0
2046-12-17,34,24515,617,50.0,0
2046-12-19,36,46169,545,57.0,0
2046-12-20,26,29346,491,57.0,0
2046-12-23,18,69584,489,49.0,0
2046-12-24,29,42268,419,52.0,0
2046-12-25,24,24840,574,63.0,0
2046-12-26,49,51049,664,45.0,0
2046-12-27,43,40824,578,65.0,0
2046-12-28,44,76884,497,49.0,0
2046-12-29,35,42147,561,60.0,0
2046-12-30,36,37783,529,58.0,0
2047-01-01,39,74160,467,53.0,0
2047-01-02,50,26922,398,57.0,0
2047-01-03,44,39819,591,60.0,0
2047-01-04,46,36902,591,66.0,0
2047-01-05,45,84061,595,54.0,0
2047-01-07,43,43047,579,50.0,0
2047-01-10,32,36165,553,55.0,0
2047-01-11,29,52377,590,60.0,0
2047-01-12,25,120294,561,50.0,0
2047-01-13,42,39371,558,57.0,0
2047-01-14,18,19427,474,49.0,0
2047-01-15,45,21837,622,51.0,0
2047-01-16,38,88235,622,58.0,0
2047-01-17,53,27785,626,57.0,0
2047-01-18,31,69106,467,48.0,0
2047-01-19,37,90770,558,54.0,0
2047-01-20,53,33091,588,53.0,0
2047-01-21,56,30524,585,51.0,0
2047-01-23,42,50777,589,55.0,0
2047-01-24,43,15000,639,50.0,0
2047-01-26,36,46274,486,52.0,0
2047-01-27,55,39836,610,57.0,0
2047-01-28,18,30826,478,56.0,0
